Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000031588	ENSRNOT00000047649	ENSRNOP00000044755	AC112531.1	AC112531.1	Ac2-141; RCG63673; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q7TPJ9]	-203.9778313	0.981760438	0	2
ENSRNOG00000031785	ENSRNOT00000091817	-	KRT76	Krt76	keratin 76, type II [Source:RGD Symbol;Acc:1303078]	-203.9778313	0.981760438	0	2
ENSRNOG00000032570	ENSRNOT00000044883	ENSRNOP00000043834	SMC1B	Smc1b	structural maintenance of chromosomes 1B [Source:RGD Symbol;Acc:1308791]	-203.9778313	0.981760438	0	2
ENSRNOG00000032664	ENSRNOT00000048036	-	RT1-O1	RT1-O1	RT1 class Ib, locus O1 [Source:RGD Symbol;Acc:3501]	-203.9778313	0.981760438	0	2
ENSRNOG00000032706	ENSRNOT00000042977	ENSRNOP00000039866	KCNK18	Kcnk18	potassium channel, two pore domain subfamily K, member 18 [Source:RGD Symbol;Acc:1303091]	-203.9778313	0.981760438	0	2
ENSRNOG00000032959	ENSRNOT00000015870	ENSRNOP00000015870	ADH7	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:RGD Symbol;Acc:621638]	-203.9778313	0.981760438	0	2
ENSRNOG00000032964	ENSRNOT00000040519	ENSRNOP00000042454	AABR07045454.1	AABR07045454.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D4A829]	-203.9778313	0.981760438	0	2
ENSRNOG00000033209	ENSRNOT00000050949	ENSRNOP00000049595	BMP8B	Bmp8b	bone morphogenetic protein 8b [Source:RGD Symbol;Acc:1591873]	-203.9778313	0.981760438	0	2
ENSRNOG00000033458	ENSRNOT00000050807	ENSRNOP00000040305	RGD1562871	RGD1562871	similar to BMI1-like protein [Source:RGD Symbol;Acc:1562871]	-203.9778313	0.981760438	0	2
ENSRNOG00000033923	ENSRNOT00000048027	ENSRNOP00000047535	AOX2	Aox2	aldehyde oxidase 2 [Source:RGD Symbol;Acc:1359668]	-203.9778313	0.981760438	0	2
ENSRNOG00000034230	ENSRNOT00000052347	ENSRNOP00000040520	FCRL1	Fcrl1	Fc receptor-like 1 [Source:RGD Symbol;Acc:1589411]	-203.9778313	0.981760438	0	2
ENSRNOG00000036647	ENSRNOT00000025680	ENSRNOP00000025680	LOC680907	LOC680907	similar to scavenger receptor cysteine-rich type 1 protein M160 precursor [Source:RGD Symbol;Acc:1585882]	-203.9778313	0.981760438	0	2
ENSRNOG00000036669	ENSRNOT00000054926	ENSRNOP00000051809	UTS2R	Uts2r	urotensin 2 receptor [Source:RGD Symbol;Acc:621884]	-203.9778313	0.981760438	0	2
ENSRNOG00000036872	ENSRNOT00000055353	ENSRNOP00000069233	AC119007.1	AC119007.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000037211	ENSRNOT00000012038	ENSRNOP00000012038	KIF14	Kif14	kinesin family member 14 [Source:RGD Symbol;Acc:1310650]	-203.9778313	0.981760438	0	2
ENSRNOG00000038046	ENSRNOT00000029046	ENSRNOP00000037695	DGAT2L6	Dgat2l6	diacylglycerol O-acyltransferase 2-like 6 [Source:RGD Symbol;Acc:1596935]	-203.9778313	0.981760438	0	2
ENSRNOG00000038610	ENSRNOT00000058917	ENSRNOP00000055701	RGD1564688	RGD1564688	similar to glyceraldehyde-3-phosphate dehydrogenase [Source:RGD Symbol;Acc:1564688]	-203.9778313	0.981760438	0	2
ENSRNOG00000038957	ENSRNOT00000045950	ENSRNOP00000047256	RGD1305184	RGD1305184	similar to CDNA sequence BC023105 [Source:RGD Symbol;Acc:1305184]	-203.9778313	0.981760438	0	2
ENSRNOG00000039060	ENSRNOT00000048255	ENSRNOP00000046070	RGD1565713	RGD1565713	similar to ribosomal protein L21 [Source:RGD Symbol;Acc:1565713]	-203.9778313	0.981760438	0	2
ENSRNOG00000039714	ENSRNOT00000048427	ENSRNOP00000051122	OLR1529	Olr1529	olfactory receptor 1529 [Source:RGD Symbol;Acc:1333619]	-203.9778313	0.981760438	0	2
ENSRNOG00000040020	ENSRNOT00000061522	ENSRNOP00000058240	LOC681198	LOC681198	similar to Spetex-2F protein [Source:RGD Symbol;Acc:1583493]	-203.9778313	0.981760438	0	2
ENSRNOG00000042083	ENSRNOT00000063862	ENSRNOP00000059930	AABR07051562.1	AABR07051562.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M1Q7]	-203.9778313	0.981760438	0	2
ENSRNOG00000042281	ENSRNOT00000064503	ENSRNOP00000060771	LOC100362692	LOC100362692	hypothetical protein LOC100362692 [Source:RGD Symbol;Acc:2324266]	-203.9778313	0.981760438	0	2
ENSRNOG00000042477	ENSRNOT00000064833	ENSRNOP00000060407	CLRN1	Clrn1	clarin 1 [Source:RGD Symbol;Acc:628779]	-203.9778313	0.981760438	0	2
ENSRNOG00000042752	ENSRNOT00000064247	-	AABR07065010.1	AABR07065010.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000043124	ENSRNOT00000065366	ENSRNOP00000063137	CCKAR	Cckar	cholecystokinin A receptor [Source:RGD Symbol;Acc:2289]	-203.9778313	0.981760438	0	2
ENSRNOG00000043292	ENSRNOT00000065528	ENSRNOP00000059847	ACTBL2	Actbl2	actin, beta-like 2 [Source:RGD Symbol;Acc:1309504]	-203.9778313	0.981760438	0	2
ENSRNOG00000046365	ENSRNOT00000075682	ENSRNOP00000065864	OIT3	Oit3	oncoprotein induced transcript 3 [Source:RGD Symbol;Acc:735082]	-203.9778313	0.981760438	0	2
ENSRNOG00000046838	ENSRNOT00000047186	ENSRNOP00000041808	OLR1386	Olr1386	olfactory receptor 1386 [Source:RGD Symbol;Acc:1334353]	-203.9778313	0.981760438	0	2
ENSRNOG00000046982	ENSRNOT00000075454	-	AABR07043085.1	AABR07043085.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000047663	ENSRNOT00000075082	ENSRNOP00000067336	GATA1	Gata1	GATA binding protein 1 [Source:RGD Symbol;Acc:2663]	-203.9778313	0.981760438	0	2
ENSRNOG00000047664	ENSRNOT00000072321	ENSRNOP00000067411	AABR07025299.1	AABR07025299.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0RCS9]	-203.9778313	0.981760438	0	2
ENSRNOG00000049425	ENSRNOT00000074172	ENSRNOP00000065808	FAM167B	Fam167b	family with sequence similarity 167, member B [Source:RGD Symbol;Acc:1584589]	-203.9778313	0.981760438	0	2
ENSRNOG00000049470	ENSRNOT00000013014	ENSRNOP00000013014	TEX12	Tex12	testis expressed 12 [Source:RGD Symbol;Acc:1597300]	-203.9778313	0.981760438	0	2
ENSRNOG00000049523	ENSRNOT00000074021	-	AC097153.2	AC097153.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000049639	ENSRNOT00000072470	ENSRNOP00000064921	LOC100909784	LOC100909784	leiomodin-2-like [Source:RGD Symbol;Acc:6501529]	-203.9778313	0.981760438	0	2
ENSRNOG00000049929	ENSRNOT00000074987	ENSRNOP00000065820	AABR07030494.1	AABR07030494.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R8M1]	-203.9778313	0.981760438	0	2
ENSRNOG00000049942	ENSRNOT00000073370	ENSRNOP00000067550	RGD1564899	RGD1564899	similar to chromosome 10 open reading frame 71 [Source:RGD Symbol;Acc:1564899]	-203.9778313	0.981760438	0	2
ENSRNOG00000049991	ENSRNOT00000083314	ENSRNOP00000070193	MCPT8	Mcpt8	mast cell protease 8 [Source:RGD Symbol;Acc:3067]	-203.9778313	0.981760438	0	2
ENSRNOG00000050325	ENSRNOT00000080314	ENSRNOP00000069521	EMR4	Emr4	EGF-like module containing, mucin-like, hormone receptor-like sequence 4 [Source:RGD Symbol;Acc:1359641]	-203.9778313	0.981760438	0	2
ENSRNOG00000050884	ENSRNOT00000071423	ENSRNOP00000063958	AABR07058745.1	AABR07058745.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R3P0]	-203.9778313	0.981760438	0	2
ENSRNOG00000051546	ENSRNOT00000088444	-	AABR07060743.1	AABR07060743.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000051661	ENSRNOT00000080133	ENSRNOP00000071085	LY49I5	Ly49i5	Ly49 inhibitory receptor 5 [Source:RGD Symbol;Acc:1359210]	-203.9778313	0.981760438	0	2
ENSRNOG00000051740	ENSRNOT00000089480	-	AABR07030566.1	AABR07030566.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000051767	ENSRNOT00000078083	-	AABR07031272.1	AABR07031272.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000051805	ENSRNOT00000084490	ENSRNOP00000070020	AABR07044408.1	AABR07044408.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000052348	ENSRNOT00000081776	ENSRNOP00000074866	VPREB1	Vpreb1	pre-B lymphocyte 1 [Source:RGD Symbol;Acc:1588558]	-203.9778313	0.981760438	0	2
ENSRNOG00000052773	ENSRNOT00000089414	ENSRNOP00000070404	MAGEA10	Magea10	melanoma antigen family A, 10 [Source:MGI Symbol;Acc:MGI:3588211]	-203.9778313	0.981760438	0	2
ENSRNOG00000052868	ENSRNOT00000086487	-	AABR07069816.1	AABR07069816.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000053358	ENSRNOT00000090501	-	AABR07003699.1	AABR07003699.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000053937	ENSRNOT00000078949	-	AABR07047189.1	AABR07047189.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000054111	ENSRNOT00000080385	-	AABR07066829.1	AABR07066829.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000054568	ENSRNOT00000088960	ENSRNOP00000070722	AABR07002782.1	AABR07002782.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000054579	ENSRNOT00000080436	-	AABR07013689.1	AABR07013689.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000054812	ENSRNOT00000083711	-	AABR07017846.1	AABR07017846.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000055574	ENSRNOT00000077128	-	AC109886.1	AC109886.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000055804	ENSRNOT00000085485	-	AABR07030568.4	AABR07030568.4	-	-203.9778313	0.981760438	0	2
ENSRNOG00000056349	ENSRNOT00000089951	-	U2	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	-203.9778313	0.981760438	0	2
ENSRNOG00000056372	ENSRNOT00000085281	-	AABR07060560.3	AABR07060560.3	-	-203.9778313	0.981760438	0	2
ENSRNOG00000056694	ENSRNOT00000081054	ENSRNOP00000071214	-	-	-	-203.9778313	0.981760438	0	2
ENSRNOG00000056832	ENSRNOT00000084874	-	AABR07002682.1	AABR07002682.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000057335	ENSRNOT00000082537	ENSRNOP00000071442	CLEC1B	Clec1b	C-type lectin domain family 1 member B; Protein Clec1b; Similar to C-type lectin-like receptor 2 (Predicted), isoform CRA_a  [Source:UniProtKB/TrEMBL;Acc:D3ZJD8]	-203.9778313	0.981760438	0	2
ENSRNOG00000057482	ENSRNOT00000078974	-	AABR07030657.1	AABR07030657.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000057601	ENSRNOT00000079469	-	AABR07044080.2	AABR07044080.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000057629	ENSRNOT00000079901	-	AABR07032786.1	AABR07032786.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000057787	ENSRNOT00000085522	-	AABR07026986.1	AABR07026986.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000058042	ENSRNOT00000091186	-	AABR07058423.1	AABR07058423.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000058994	ENSRNOT00000084775	ENSRNOP00000069970	VOM1R87	Vom1r87	vomeronasal 1 receptor 87 [Source:RGD Symbol;Acc:1549756]	-203.9778313	0.981760438	0	2
ENSRNOG00000059093	ENSRNOT00000089409	ENSRNOP00000074309	AABR07012583.3	AABR07012583.3	-	-203.9778313	0.981760438	0	2
ENSRNOG00000059245	ENSRNOT00000087132	ENSRNOP00000068685	RAD51B	Rad51b	RAD51 homolog B [Source:MGI Symbol;Acc:MGI:1099436]	-203.9778313	0.981760438	0	2
ENSRNOG00000059459	ENSRNOT00000079809	-	AABR07047256.1	AABR07047256.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000060001	ENSRNOT00000078201	-	AABR07071199.2	AABR07071199.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000060052	ENSRNOT00000083144	ENSRNOP00000074884	AABR07063516.1	AABR07063516.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000060492	ENSRNOT00000081970	ENSRNOP00000070724	HIST1H2AO	Hist1h2ao	Histone H2A  [Source:UniProtKB/TrEMBL;Acc:K7R8M0]	-203.9778313	0.981760438	0	2
ENSRNOG00000060513	ENSRNOT00000087425	-	AC107174.2	AC107174.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000060634	ENSRNOT00000088189	-	AABR07002784.2	AABR07002784.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000060806	ENSRNOT00000089057	ENSRNOP00000073117	DRD3	Drd3	D(3) dopamine receptor  [Source:UniProtKB/Swiss-Prot;Acc:P19020]	-203.9778313	0.981760438	0	2
ENSRNOG00000061180	ENSRNOT00000082297	-	AABR07026377.1	AABR07026377.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000061399	ENSRNOT00000083625	-	AABR07024955.2	AABR07024955.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000061468	ENSRNOT00000078065	-	AABR07042825.1	AABR07042825.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000061537	ENSRNOT00000079627	-	AABR07032439.1	AABR07032439.1	-	-203.9778313	0.981760438	0	2
ENSRNOG00000061547	ENSRNOT00000091727	-	AABR07028795.2	AABR07028795.2	-	-203.9778313	0.981760438	0	2
ENSRNOG00000029339	ENSRNOT00000042985	ENSRNOP00000048968	LOC100363268	LOC100363268	rCG31129-like [Source:RGD Symbol;Acc:2323372]	-1.228634889	0.981788465	245.05	292.31
ENSRNOG00000017045	ENSRNOT00000066636	ENSRNOP00000060094	ZDHHC1	Zdhhc1	zinc finger, DHHC-type containing 1 [Source:RGD Symbol;Acc:1589775]	-1.207250922	0.981803469	430	504
ENSRNOG00000059761	ENSRNOT00000090072	-	AABR07007798.1	AABR07007798.1	-	-1.826132926	0.981818409	10.65	18.89
ENSRNOG00000003517	ENSRNOT00000004698	ENSRNOP00000004698	TBX2	Tbx2	T-box 2 [Source:RGD Symbol;Acc:1311014]	-1.596197463	0.981818933	20	31
ENSRNOG00000038616	ENSRNOT00000033197	ENSRNOP00000035591	COX6B2	Cox6b2	cytochrome c oxidase subunit VIb polypeptide 2 [Source:RGD Symbol;Acc:1591896]	-1.544769633	0.981832309	24	36
ENSRNOG00000051672	ENSRNOT00000077151	-	AABR07008030.1	AABR07008030.1	-	-1.544769633	0.981832309	24	36
ENSRNOG00000011991	ENSRNOT00000015985	ENSRNOP00000015985	SLC10A7	Slc10a7	solute carrier family 10, member 7 [Source:RGD Symbol;Acc:1564388]	-1.257385635	0.98183816	154	188
ENSRNOG00000013727	ENSRNOT00000018644	ENSRNOP00000018644	NDC80	Ndc80	NDC80 kinetochore complex component [Source:RGD Symbol;Acc:1310154]	-1.742497267	0.981859442	13	22
ENSRNOG00000049853	ENSRNOT00000074676	ENSRNOP00000065024	RGAG1	Rgag1	retrotransposon gag domain containing 1 [Source:RGD Symbol;Acc:6486824]	-1.853134163	0.981881428	10	18
ENSRNOG00000054165	ENSRNOT00000084242	ENSRNOP00000074784	AABR07063281.1	AABR07063281.1	-	-202.9629421	0.981886179	0	1.99
ENSRNOG00000020427	ENSRNOT00000064090	ENSRNOP00000062405	MEF2BNB	Mef2bnb	MEF2B neighbor [Source:RGD Symbol;Acc:1582941]	-1.301020473	0.981905676	95	120
ENSRNOG00000027489	ENSRNOT00000029508	ENSRNOP00000029870	MN1	Mn1	meningioma 1 [Source:RGD Symbol;Acc:1565571]	-1.206365081	0.981926381	438	513
ENSRNOG00000017167	ENSRNOT00000023108	ENSRNOP00000066548	GM6576	Gm6576	predicted gene 6576 [Source:MGI Symbol;Acc:MGI:3646644]	-201.948053	0.982011071	0	1.98
ENSRNOG00000050153	ENSRNOT00000049542	ENSRNOP00000050577	SENP17	Senp17	Sumo1/sentrin/SMT3 specific peptidase 17 [Source:RGD Symbol;Acc:1303080]	-201.948053	0.982011071	0	1.98
ENSRNOG00000047966	ENSRNOT00000074223	ENSRNOP00000063974	HSPA1L	Hspa1l	heat shock protein 1-like [Source:RGD Symbol;Acc:1595925]	-1.343797326	0.982098985	66.26	86.45
ENSRNOG00000060719	ENSRNOT00000090797	ENSRNOP00000073979	AABR07043407.1	AABR07043407.1	-	-200.9331638	0.98213512	0	1.97
ENSRNOG00000016367	ENSRNOT00000088676	ENSRNOP00000074940	VASP	Vasp	vasodilator-stimulated phosphoprotein [Source:RGD Symbol;Acc:1311542]	-1.216956429	0.982329991	303	358
ENSRNOG00000006901	ENSRNOT00000009067	ENSRNOP00000009067	CD320	Cd320	CD320 molecule [Source:RGD Symbol;Acc:1305860]	-1.230520622	0.982338486	226	270
ENSRNOG00000030864	ENSRNOT00000050750	-	RN60_19_0291.1	Rn60_19_0291.1	-	-1.34186533	0.982413618	66.01	86
ENSRNOG00000059927	ENSRNOT00000081316	-	AABR07044414.1	AABR07044414.1	-	-197.8884964	0.982502262	0	1.94
ENSRNOG00000018815	ENSRNOT00000025629	ENSRNOP00000025629	PLK1	Plk1	polo-like kinase 1 [Source:RGD Symbol;Acc:3352]	-1.404452165	0.982510305	44	60
ENSRNOG00000020864	ENSRNOT00000028306	ENSRNOP00000028306	KIRREL2	Kirrel2	kin of IRRE like 2 (Drosophila) [Source:RGD Symbol;Acc:1308456]	-1.404452165	0.982510305	44	60
ENSRNOG00000009705	ENSRNOT00000012936	ENSRNOP00000012936	LCK	Lck	LCK proto-oncogene, Src family tyrosine kinase [Source:RGD Symbol;Acc:2994]	-1.635502962	0.982511977	17	27
ENSRNOG00000011824	ENSRNOT00000015944	ENSRNOP00000015944	TRH	Trh	thyrotropin releasing hormone [Source:RGD Symbol;Acc:3903]	-1.635502962	0.982511977	17	27
ENSRNOG00000015310	ENSRNOT00000020520	ENSRNOP00000020520	LRRC32	Lrrc32	leucine rich repeat containing 32 [Source:RGD Symbol;Acc:1309087]	-1.367023184	0.982569435	55	73
ENSRNOG00000053015	ENSRNOT00000078779	ENSRNOP00000070647	LOC691909	LOC691909	hypothetical protein LOC691909 [Source:RGD Symbol;Acc:1593368]	-1.426042978	0.982573605	39	54
ENSRNOG00000019311	ENSRNOT00000026235	ENSRNOP00000026235	NFKB2	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100 [Source:RGD Symbol;Acc:1307189]	-1.308669028	0.982616024	85	108
ENSRNOG00000034206	ENSRNOT00000040164	ENSRNOP00000042416	SNRPEP2	Snrpep2	small nuclear ribonucleoprotein polypeptide E pseudogene 2 [Source:RGD Symbol;Acc:2318883]	-196.8736072	0.982622992	0	1.93
ENSRNOG00000018999	ENSRNOT00000033017	ENSRNOP00000038515	CDC14B	Cdc14b	cell division cycle 14B [Source:RGD Symbol;Acc:1311163]	-1.265857266	0.982658365	131	161
ENSRNOG00000002218	ENSRNOT00000003020	ENSRNOP00000003020	STBD1	Stbd1	starch binding domain 1 [Source:RGD Symbol;Acc:1311800]	-1.569248703	0.982674099	21	32
ENSRNOG00000028036	ENSRNOT00000037276	ENSRNOP00000037875	ADAMTS7	Adamts7	ADAM metallopeptidase with thrombospondin type 1 motif, 7 [Source:RGD Symbol;Acc:1306713]	-1.569248703	0.982674099	21	32
ENSRNOG00000021221	ENSRNOT00000055810	ENSRNOP00000052666	PCED1A	Pced1a	PC-esterase domain containing 1A [Source:RGD Symbol;Acc:1308836]	-1.204046132	0.982720554	432	505
ENSRNOG00000010934	ENSRNOT00000014866	ENSRNOP00000014866	SPA17	Spa17	sperm autoantigenic protein 17 [Source:RGD Symbol;Acc:620154]	-1.380122843	0.982782804	50	67
ENSRNOG00000015456	ENSRNOT00000059069	ENSRNOP00000055847	ZFP787	Zfp787	zinc finger protein 787 [Source:RGD Symbol;Acc:1310536]	-1.244320927	0.982799986	173	209
ENSRNOG00000046143	ENSRNOT00000075076	ENSRNOP00000064738	PGAP3	Pgap3	post-GPI attachment to proteins 3 [Source:RGD Symbol;Acc:1592386]	-1.239291826	0.982805646	187	225
ENSRNOG00000020006	ENSRNOT00000027121	ENSRNOP00000027121	WDR90	Wdr90	WD repeat domain 90 [Source:RGD Symbol;Acc:7520481]	-1.219330052	0.982860373	272	322
ENSRNOG00000008843	ENSRNOT00000083312	ENSRNOP00000072341	ECI1	Eci1	enoyl-CoA delta isomerase 1 [Source:RGD Symbol;Acc:61892]	-1.220444388	0.98286963	265	314
ENSRNOG00000050183	ENSRNOT00000049310	ENSRNOP00000040885	RT1-CE2	RT1-CE2	RT1 class I, locus CE2 [Source:RGD Symbol;Acc:1598235]	-1.734402122	0.982933284	12.55	21.14
ENSRNOG00000057243	ENSRNOT00000088816	-	AABR07071228.1	AABR07071228.1	-	-1.785668752	0.982952532	11.03	19.13
ENSRNOG00000016620	ENSRNOT00000090096	ENSRNOP00000074148	CSNK1G1	Csnk1g1	casein kinase 1, gamma 1 [Source:RGD Symbol;Acc:621404]	-1.248859215	0.982956028	160	194
ENSRNOG00000026604	ENSRNOT00000060969	ENSRNOP00000057689	CERCAM	Cercam	cerebral endothelial cell adhesion molecule [Source:RGD Symbol;Acc:1304778]	-1.24308927	0.982967473	174	210
ENSRNOG00000010311	ENSRNOT00000038596	ENSRNOP00000038595	DZIP1	Dzip1	DAZ interacting zinc finger protein 1 [Source:RGD Symbol;Acc:1307701]	-1.201613657	0.982992171	3277	3823
ENSRNOG00000016460	ENSRNOT00000091612	ENSRNOP00000075645	CLU	Clu	clusterin [Source:RGD Symbol;Acc:3907]	-1.239317515	0.98301734	24092	28988
ENSRNOG00000009897	ENSRNOT00000080462	ENSRNOP00000074402	CLCNKB	Clcnkb	chloride channel, voltage-sensitive Kb [Source:RGD Symbol;Acc:628639]	-1.691641472	0.983040517	14	23
ENSRNOG00000028137	ENSRNOT00000038176	ENSRNOP00000038727	MKI67	Mki67	marker of proliferation Ki-67 [Source:RGD Symbol;Acc:1305476]	-1.215050905	0.983043941	295.99	349.17
ENSRNOG00000030266	ENSRNOT00000044326	ENSRNOP00000040619	PLEKHG2	Plekhg2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2 [Source:RGD Symbol;Acc:1310112]	-1.227712897	0.983071073	224	267
ENSRNOG00000047306	ENSRNOT00000075121	ENSRNOP00000065679	STAP2	Stap2	signal transducing adaptor family member 2 [Source:RGD Symbol;Acc:1566020]	-1.378305009	0.983095919	49.64	66.43
ENSRNOG00000046068	ENSRNOT00000075373	ENSRNOP00000066351	AABR07027088.1	AABR07027088.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0RA15]	-192.8140506	0.983097803	0	1.89
ENSRNOG00000047446	ENSRNOT00000072369	ENSRNOP00000065254	FOXC2	Foxc2	forkhead box C2 [Source:RGD Symbol;Acc:621703]	-1.930070102	0.983099527	8	15
ENSRNOG00000037815	ENSRNOT00000057435	ENSRNOP00000054244	ACAD10	Acad10	acyl-CoA dehydrogenase family, member 10 [Source:RGD Symbol;Acc:1310159]	-1.2097866	0.983138078	338	397
ENSRNOG00000018350	ENSRNOT00000064463	ENSRNOP00000061843	RGD1311558	RGD1311558	similar to 4930506M07Rik protein [Source:RGD Symbol;Acc:1311558]	-1.200225874	0.983139669	478	557
ENSRNOG00000053036	ENSRNOT00000085063	ENSRNOP00000072885	AC123427.1	AC123427.1	-	-4.433567127	0.98319276	0.94	4.08
ENSRNOG00000032364	ENSRNOT00000059951	ENSRNOP00000056698	TBCEL	Tbcel	tubulin folding cofactor E-like [Source:RGD Symbol;Acc:1308880]	-1.207982689	0.9832319	353	414
ENSRNOG00000011459	ENSRNOT00000068026	ENSRNOP00000060138	RHBDF2	Rhbdf2	rhomboid 5 homolog 2 (Drosophila) [Source:RGD Symbol;Acc:1309699]	-1.309714281	0.983235246	81	103
ENSRNOG00000005872	ENSRNOT00000008022	ENSRNOP00000008022	TCF7	Tcf7	transcription factor 7 (T-cell specific, HMG-box) [Source:RGD Symbol;Acc:1305894]	-1.50518742	0.983245603	26	38
ENSRNOG00000045560	ENSRNOT00000073421	ENSRNOP00000068631	LOC499229	LOC499229	similar to very large inducible GTPase 1 isoform A [Source:RGD Symbol;Acc:1598220]	-1.666435362	0.983295185	14.83	24
ENSRNOG00000042182	ENSRNOT00000051438	ENSRNOP00000040708	MROH2A	Mroh2a	maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228]	-1.778372762	0.983311968	11	19
ENSRNOG00000057645	ENSRNOT00000083211	ENSRNOP00000074366	MICB	Micb	MHC class I polypeptide-related sequence B [Source:RGD Symbol;Acc:1564508]	-1.778372762	0.983311968	11	19
ENSRNOG00000020797	ENSRNOT00000028225	ENSRNOP00000028225	SHE	She	Src homology 2 domain containing E [Source:RGD Symbol;Acc:1583215]	-1.328502407	0.983340086	69	89
ENSRNOG00000008270	ENSRNOT00000073296	ENSRNOP00000067195	CNTROB	Cntrob	centrobin, centrosomal BRCA2 interacting protein [Source:RGD Symbol;Acc:1307488]	-1.340580055	0.983341317	63	82
ENSRNOG00000004966	ENSRNOT00000006634	ENSRNOP00000006634	SLC38A11	Slc38a11	solute carrier family 38, member 11 [Source:RGD Symbol;Acc:1306005]	-3.079447954	0.983346562	2	6
ENSRNOG00000007942	ENSRNOT00000063987	ENSRNOP00000061158	FSCN3	Fscn3	fascin actin-bundling protein 3, testicular [Source:RGD Symbol;Acc:1303047]	-3.079447954	0.983346562	2	6
ENSRNOG00000009461	ENSRNOT00000012524	ENSRNOP00000012524	SCP2D1	Scp2d1	SCP2 sterol-binding domain containing 1 [Source:RGD Symbol;Acc:1308385]	-3.079447954	0.983346562	2	6
ENSRNOG00000009785	ENSRNOT00000012985	ENSRNOP00000012985	CDKN3	Cdkn3	cyclin-dependent kinase inhibitor 3 [Source:RGD Symbol;Acc:1307781]	-3.079447954	0.983346562	2	6
ENSRNOG00000011483	ENSRNOT00000015351	ENSRNOP00000015351	S100A9	S100a9	S100 calcium binding protein A9 [Source:RGD Symbol;Acc:620267]	-3.079447954	0.983346562	2	6
ENSRNOG00000015449	ENSRNOT00000020726	ENSRNOP00000020726	TMEM171	Tmem171	transmembrane protein 171 [Source:RGD Symbol;Acc:1359492]	-3.079447954	0.983346562	2	6
ENSRNOG00000015880	ENSRNOT00000021397	ENSRNOP00000021397	DPEP1	Dpep1	dipeptidase 1 (renal) [Source:RGD Symbol;Acc:620324]	-3.079447954	0.983346562	2	6
ENSRNOG00000019854	ENSRNOT00000026992	ENSRNOP00000026992	NAPSA	Napsa	napsin A aspartic peptidase [Source:RGD Symbol;Acc:61940]	-3.079447954	0.983346562	2	6
ENSRNOG00000020355	ENSRNOT00000027597	ENSRNOP00000027597	TWIST2	Twist2	twist family bHLH transcription factor 2 [Source:RGD Symbol;Acc:621286]	-3.079447954	0.983346562	2	6
ENSRNOG00000031348	ENSRNOT00000034759	ENSRNOP00000035365	TMEM232	Tmem232	transmembrane protein 232 [Source:RGD Symbol;Acc:1559548]	-3.079447954	0.983346562	2	6
